household_id,crop_code,crop_name,household_size,region_code,is_rural,survey_year,region_name,rainfall_belg_mm,rainfall_belg_pct_of_avg,rainfall_meher_mm,rainfall_meher_pct_of_avg,loss_occurred
1010500204049,38.0,RED PEPPER,6.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204073,2.0,MAIZE,4.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204073,3.0,MILLET,4.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204073,6.0,SORGHUM,4.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204073,27.0,SESAME,4.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010500204073,38.0,RED PEPPER,4.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204097,2.0,MAIZE,4.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204097,3.0,MILLET,4.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204097,6.0,SORGHUM,4.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010500204097,27.0,SESAME,4.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010500204097,38.0,RED PEPPER,4.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204121,2.0,MAIZE,2.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204121,3.0,MILLET,2.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010500204121,6.0,SORGHUM,2.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010500204121,27.0,SESAME,2.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204121,38.0,RED PEPPER,2.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204121,58.0,ONION,2.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204145,2.0,MAIZE,4.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204145,3.0,MILLET,4.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010500204145,6.0,SORGHUM,4.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010500204145,27.0,SESAME,4.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010500204145,-1,UNKNOWN,4.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204169,3.0,MILLET,3.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010500204169,6.0,SORGHUM,3.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010500204169,-1,UNKNOWN,3.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204193,2.0,MAIZE,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010500204193,3.0,MILLET,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010500204193,6.0,SORGHUM,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010500204193,27.0,SESAME,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010500204193,38.0,RED PEPPER,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204217,2.0,MAIZE,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204217,3.0,MILLET,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204217,6.0,SORGHUM,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204217,27.0,SESAME,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010500204217,38.0,RED PEPPER,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402002,2.0,MAIZE,3.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402002,3.0,MILLET,3.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402002,6.0,SORGHUM,3.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402002,-1,UNKNOWN,3.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402021,2.0,MAIZE,7.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010600402021,3.0,MILLET,7.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010600402021,6.0,SORGHUM,7.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402021,7.0,TEFF,7.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402021,11.0,CHICK PEAS,7.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402021,27.0,SESAME,7.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402021,38.0,RED PEPPER,7.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402039,2.0,MAIZE,7.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402039,3.0,MILLET,7.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402039,6.0,SORGHUM,7.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402039,7.0,TEFF,7.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402039,27.0,SESAME,7.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402039,38.0,RED PEPPER,7.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402057,2.0,MAIZE,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402057,3.0,MILLET,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402057,6.0,SORGHUM,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
1010600402057,7.0,TEFF,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402057,11.0,CHICK PEAS,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402057,25.0,NUEG,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402057,27.0,SESAME,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402057,-1,UNKNOWN,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402075,2.0,MAIZE,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402075,3.0,MILLET,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,0
1010600402075,6.0,SORGHUM,5.0,1.0,1.0,2011,Tigray,120.64809594,112.0,643.046036,95.0,1
