date,year,month,region_code,admin_pcode,rainfall_dekad_mm,rainfall_dekad_avg_mm,rainfall_dekad_pct_of_avg,rainfall_1month_mm,rainfall_1month_avg_mm,rainfall_1month_pct_of_avg,rainfall_3month_mm,rainfall_3month_avg_mm,rainfall_3month_pct_of_avg,data_version
1981-01-01,1981,1,14,ET14,1.4,3.6416667,74.05979,,,,,,,final
1981-01-11,1981,1,14,ET14,1.2,4.305,66.630844,,,,,,,final
1981-01-21,1981,1,14,ET14,1.3,5.7233334,58.75039,3.8999999,13.67,47.67006,,,,final
1981-02-01,1981,2,14,ET14,2.1,11.851666,42.13233,4.6,21.88,35.71429,,,,final
1981-02-11,1981,2,14,ET14,26.5,11.213333,194.28455,29.9,28.788334,103.29009,,,,final
1981-02-21,1981,2,14,ET14,2.1,8.238334,53.63213,30.7,31.303333,98.33808,,,,final
1981-03-01,1981,3,14,ET14,85.75,15.461666,443.51224,114.35,34.913334,299.02286,,,,final
1981-03-11,1981,3,14,ET14,25.2,17.291666,135.47664,113.05,40.991665,256.67697,,,,final
1981-03-21,1981,3,14,ET14,64.2,22.83,248.65253,175.15,55.583332,297.359,209.75,100.55666,203.44525,final
1981-04-01,1981,4,14,ET14,20.3,23.6,88.46153,109.7,63.721664,166.90515,228.65,120.515,186.15305,final
1981-04-11,1981,4,14,ET14,16.15,24.23,72.35716,100.65,70.66,139.63785,243.59999,140.44,170.92958,final
1981-04-21,1981,4,14,ET14,31.95,26.71,116.52476,68.399994,74.54,92.2806,274.25,161.42667,167.79161,final
1981-05-01,1981,5,14,ET14,3.25,31.026667,22.899706,51.35,81.96667,64.79494,275.4,180.60167,151.07622,final
1981-05-11,1981,5,14,ET14,5.9,21.058332,41.829227,41.100002,78.795,55.015217,254.79999,190.44667,132.92628,final
1981-05-21,1981,5,14,ET14,4.35,25.646667,30.509027,13.5,77.73167,22.36145,257.05,207.855,123.11198,final
1981-06-01,1981,6,14,ET14,4.7,31.72,26.41612,14.95,78.425,23.913694,176.0,224.11334,79.0002,final
1981-06-11,1981,6,14,ET14,5.65,39.296665,24.04244,14.699999,96.66334,19.377684,156.45,246.11833,64.2924,final
1981-06-21,1981,6,14,ET14,35.0,48.926666,74.174805,45.35,119.94334,40.298264,127.24999,272.215,47.706654,final
1981-07-01,1981,7,14,ET14,68.6,81.84333,84.75032,109.25,170.06667,65.26085,175.54999,330.45834,53.82188,final
1981-07-11,1981,7,14,ET14,88.4,84.69667,104.12873,192.0,215.46667,89.35591,247.79999,390.925,63.850475,final
1981-07-21,1981,7,14,ET14,148.6,105.07667,139.53911,305.6,271.61667,112.285355,364.45,469.2917,77.8951,final
1981-08-01,1981,8,14,ET14,98.25,89.778336,108.93839,335.25,279.55167,119.574066,459.45,528.04333,87.13176,final
1981-08-11,1981,8,14,ET14,82.75,94.445,88.23973,329.6,289.3,113.69351,536.3,601.43,89.26009,final
1981-08-21,1981,8,14,ET14,102.05,102.595,99.49348,283.05,286.81833,98.70867,634.0,678.37836,93.506035,final
1981-09-01,1981,9,14,ET14,64.75,57.575,111.46624,249.55,254.61499,98.04904,694.05,704.23334,98.56418,final
1981-09-11,1981,9,14,ET14,58.0,46.51,122.30635,224.8,206.68,108.5601,746.39996,711.44666,104.8787,final
1981-09-21,1981,9,14,ET14,28.55,35.565,82.706764,151.3,139.65,108.05393,739.95,698.085,105.95447,final
1981-10-01,1981,10,14,ET14,10.05,12.6883335,85.08433,96.600006,94.763336,101.841034,681.39996,628.93,108.27694,final
1981-10-11,1981,10,14,ET14,0.8,5.866667,53.374237,39.399998,54.12,75.10149,593.8,550.1,107.87246,final
1981-10-21,1981,10,14,ET14,0.85,4.66,60.559006,11.700001,23.215,59.188377,446.04996,449.68335,99.2009,final
1981-11-01,1981,11,14,ET14,1.65,3.11,81.997536,3.3000002,13.636667,44.535862,349.44995,363.01498,96.314,final
1981-11-11,1981,11,14,ET14,1.2,2.3883333,83.91608,3.7,10.158333,57.394173,267.9,270.95834,98.89174,final
1981-11-21,1981,11,14,ET14,1.35,2.2583334,87.48565,4.2,7.7566667,72.119156,167.20001,170.62166,98.0517,final
1981-12-01,1981,12,14,ET14,1.55,2.2416666,90.44879,4.1000004,6.8883333,76.54564,104.00001,115.28833,90.615616,final
1981-12-11,1981,12,14,ET14,1.5,2.3616667,88.29522,4.4,6.8616667,79.24687,47.499996,71.14,68.95193,final
1981-12-21,1981,12,14,ET14,3.55,2.6666667,111.521736,6.6,7.27,94.53953,22.5,38.24167,63.596066,final
1982-01-01,1982,1,14,ET14,4.5,3.6416667,109.9325,9.55,8.67,106.437454,16.95,29.25,64.08759,final
1982-01-11,1982,1,14,ET14,19.05,4.305,258.46317,27.099998,10.611667,205.61545,35.2,27.446667,123.89562,final
1982-01-21,1982,1,14,ET14,2.05,5.7233334,65.744484,25.599998,13.67,163.89929,36.399998,28.48,123.65591,final
1982-02-01,1982,2,14,ET14,4.8,11.851666,58.154488,25.899998,21.88,114.95535,39.55,37.321667,105.26522,final
1982-02-11,1982,2,14,ET14,52.35,11.213333,353.72122,59.199997,28.788334,190.0064,90.7,46.215,186.85931,final
1982-02-21,1982,2,14,ET14,13.65,8.238334,140.87875,70.799995,31.303333,208.79623,103.0,52.243332,188.66826,final
1982-03-01,1982,3,14,ET14,6.55,15.461666,56.447018,72.55,34.913334,194.29597,108.0,65.46333,160.3671,final
1982-03-11,1982,3,14,ET14,2.05,17.291666,31.626171,22.25,40.991665,59.249866,108.55,80.39167,132.97551,final
1982-03-21,1982,3,14,ET14,53.0,22.83,208.40819,61.6,55.583332,109.93122,158.0,100.55666,154.41943,final
1982-04-01,1982,4,14,ET14,20.8,23.6,90.209785,75.85,63.721664,117.64848,174.3,120.515,142.85146,final
1982-04-11,1982,4,14,ET14,28.15,24.23,113.41089,101.950005,70.66,141.35606,183.40001,140.44,129.53796,final
1982-04-21,1982,4,14,ET14,14.05,26.71,60.075684,62.999996,74.54,85.49158,195.4,161.42667,120.41338,final
1982-05-01,1982,5,14,ET14,30.1,31.026667,97.42783,72.3,81.96667,88.884636,220.70001,180.60167,121.604515,final
1982-05-11,1982,5,14,ET14,54.7,21.058332,229.1014,98.850006,78.795,123.933426,223.05,190.44667,116.68144,final
1982-05-21,1982,5,14,ET14,6.5,25.646667,37.52447,91.3,77.73167,116.40042,215.9,207.855,103.779564,final
1982-06-01,1982,6,14,ET14,12.1,31.72,46.568626,73.3,78.425,93.85676,221.45001,224.11334,98.83755,final
1982-06-11,1982,6,14,ET14,29.85,39.296665,78.67409,48.45,96.66334,52.575493,249.25002,246.11833,101.24709,final
1982-06-21,1982,6,14,ET14,20.95,48.926666,48.120907,62.9,119.94334,54.344635,217.20001,272.215,80.1544,final
1982-07-01,1982,7,14,ET14,46.5,81.84333,59.302193,97.3,170.06667,58.434887,242.90001,330.45834,73.898895,final
1982-07-11,1982,7,14,ET14,36.7,84.69667,46.49002,104.149994,215.46667,49.508614,251.45,390.925,64.77238,final
1982-07-21,1982,7,14,ET14,129.55,105.07667,122.23299,212.75,271.61667,78.71904,366.95,469.2917,78.4222,final
1982-08-01,1982,8,14,ET14,81.0,89.778336,90.73804,247.25,279.55167,88.648224,417.85,528.04333,79.327515,final
1982-08-11,1982,8,14,ET14,86.5,94.445,92.01066,297.05,289.3,102.63337,449.65002,601.43,74.971565,final
1982-08-21,1982,8,14,ET14,96.95,102.595,94.75347,264.45,286.81833,92.33485,540.10004,678.37836,79.76548,final
1982-09-01,1982,9,14,ET14,33.05,57.575,60.80703,216.5,254.61499,85.31865,561.05,704.23334,79.81153,final
1982-09-11,1982,9,14,ET14,59.05,46.51,124.3448,189.05,206.68,91.671394,590.25,711.44666,83.08365,final
1982-09-21,1982,9,14,ET14,29.7,35.565,85.541725,121.8,139.65,87.659874,599.0,698.085,85.907104,final
1982-10-01,1982,10,14,ET14,18.7,12.6883335,133.98663,107.45,94.763336,112.71676,571.2,628.93,90.893326,final
1982-10-11,1982,10,14,ET14,12.25,5.866667,158.74234,60.65,54.12,111.045334,546.75,550.1,99.39651,final
1982-10-21,1982,10,14,ET14,3.85,4.66,91.614914,34.8,23.215,141.05972,421.05002,449.68335,93.702576,final
1982-11-01,1982,11,14,ET14,12.45,3.11,215.16647,28.55,13.636667,180.02145,352.50003,363.01498,97.14279,final
1982-11-11,1982,11,14,ET14,3.05,2.3883333,108.95556,19.349998,10.158333,160.63771,269.05,270.95834,99.308464,final
1982-11-21,1982,11,14,ET14,3.45,2.2583334,116.41791,18.95,7.7566667,187.74498,175.55,170.62166,102.80622,final
1982-12-01,1982,12,14,ET14,1.8,2.2416666,93.90104,8.3,6.8883333,111.87439,144.3,115.28833,124.11845,final
1982-12-11,1982,12,14,ET14,4.0,2.3616667,122.25492,9.25,6.8616667,120.13489,89.25,71.14,123.78514,final
1982-12-21,1982,12,14,ET14,2.3,2.6666667,95.21739,8.1,7.27,106.76446,61.85,38.24167,154.59625,final
1983-01-01,1983,1,14,ET14,1.95,3.6416667,80.4243,8.25,8.67,96.927574,45.1,29.25,146.27737,final
1983-01-11,1983,1,14,ET14,2.5,4.305,80.60182,6.75,10.611667,75.26423,35.35,27.446667,124.35792,final
1983-01-21,1983,1,14,ET14,5.65,5.7233334,99.31613,10.1,13.67,80.87842,37.15,28.48,125.89606,final
1983-02-01,1983,2,14,ET14,22.85,11.851666,165.26556,31.0,21.88,133.92857,47.550003,37.321667,124.16808,final
1983-02-11,1983,2,14,ET14,5.3,11.213333,63.527958,33.8,28.788334,114.832535,49.8,46.215,106.9999,final
1983-02-21,1983,2,14,ET14,3.6,8.238334,64.96286,31.750002,31.303333,101.23037,49.95,52.243332,95.99371,final
1983-03-01,1983,3,14,ET14,8.0,15.461666,63.533436,16.9,34.913334,54.86888,56.149998,65.46333,86.78272,final
1983-03-11,1983,3,14,ET14,13.35,17.291666,82.317764,24.95,40.991665,65.12049,65.5,80.39167,82.560745,final
1983-03-21,1983,3,14,ET14,28.55,22.83,120.55336,49.9,55.583332,90.61899,91.75,100.55666,91.65694,final
1983-04-01,1983,4,14,ET14,53.65,23.6,205.06992,95.55,63.721664,146.31487,143.45001,120.515,118.27272,final
1983-04-11,1983,4,14,ET14,25.75,24.23,105.200134,107.95,70.66,149.28627,166.70001,140.44,118.05556,final
1983-04-21,1983,4,14,ET14,19.75,26.71,78.05109,99.15,74.54,130.94041,180.79999,161.42667,111.640755,final
1983-05-01,1983,5,14,ET14,17.05,31.026667,61.204666,62.55,81.96667,77.67344,175.0,180.60167,96.98189,final
1983-05-11,1983,5,14,ET14,98.75,21.058332,398.1452,135.55,78.795,167.73079,268.45,190.44667,139.9103,final
1983-05-21,1983,5,14,ET14,82.8,25.646667,286.4912,198.6,77.73167,246.09683,347.65002,207.855,165.67618,final
1983-06-01,1983,6,14,ET14,23.5,31.72,77.61438,205.05,78.425,251.78304,363.15002,224.11334,160.68466,final
1983-06-11,1983,6,14,ET14,29.8,39.296665,78.56122,136.1,96.66334,138.79143,379.59998,246.11833,153.15488,final
1983-06-21,1983,6,14,ET14,32.65,48.926666,69.81704,85.95,119.94334,72.79299,383.69998,272.215,140.21608,final
1983-07-01,1983,7,14,ET14,19.25,81.84333,27.92385,81.7,170.06667,49.523987,349.3,330.45834,105.61669,final
1983-07-11,1983,7,14,ET14,82.35,84.69667,97.383766,134.25,215.46667,63.161476,405.9,390.925,103.78229,final
1983-07-21,1983,7,14,ET14,107.35,105.07667,102.06523,208.95,271.61667,77.3453,493.50003,469.2917,105.1041,final
1983-08-01,1983,8,14,ET14,63.0,89.778336,71.74635,252.7,279.55167,90.56352,539.45,528.04333,102.139915,final
1983-08-11,1983,8,14,ET14,93.5,94.445,99.04973,263.85,289.3,91.35237,534.2,601.43,88.91381,final
1983-08-21,1983,8,14,ET14,135.8,102.595,130.8611,292.3,286.81833,101.87845,587.2,678.37836,86.65771,final
1983-09-01,1983,9,14,ET14,58.5,57.575,101.47822,287.8,254.61499,112.78238,622.2,704.23334,88.433525,final
1983-09-11,1983,9,14,ET14,61.85,46.51,129.78062,256.15,206.68,123.370186,654.25,711.44666,92.01662,final
1983-09-21,1983,9,14,ET14,21.0,35.565,64.094666,141.35,139.65,101.17526,642.6,698.085,92.108345,final
1983-10-01,1983,10,14,ET14,8.3,12.6883335,75.1908,91.15,94.763336,96.3781,631.64996,628.93,100.42907,final
1983-10-11,1983,10,14,ET14,6.95,5.866667,109.969315,36.25,54.12,69.773346,556.25,550.1,101.10791,final
1983-10-21,1983,10,14,ET14,2.85,4.66,81.26294,18.1,23.215,81.871346,451.75,449.68335,100.45452,final
1983-11-01,1983,11,14,ET14,2.15,3.11,88.162766,11.949999,13.636667,90.94973,390.9,363.01498,107.57715,final
1983-11-11,1983,11,14,ET14,1.95,2.3883333,94.06722,6.95,10.158333,78.834526,299.35,270.95834,110.28838,final
1983-11-21,1983,11,14,ET14,2.0,2.2583334,96.44087,6.1000004,7.7566667,87.013336,165.55,170.62166,97.11217,final
1983-12-01,1983,12,14,ET14,1.5,2.2416666,89.75834,5.45,6.8883333,87.9013,108.549995,115.28833,94.398186,final
1983-12-11,1983,12,14,ET14,1.6,2.3616667,89.65361,5.1,6.8616667,85.14824,48.3,71.14,70.002625,final
1983-12-21,1983,12,14,ET14,2.2,2.6666667,93.91304,5.3,7.27,83.94458,29.500002,38.24167,79.78416,final
1984-01-01,1984,1,14,ET14,1.9,3.6416667,79.84572,5.7000003,8.67,78.2736,23.099998,29.25,82.04379,final
1984-01-11,1984,1,14,ET14,1.9,4.305,74.15368,6.0,10.611667,70.46013,18.05,27.446667,71.03965,final
1984-01-21,1984,1,14,ET14,2.35,5.7233334,68.542114,6.1499996,13.67,59.721478,17.55,28.48,67.353645,final
1984-02-01,1984,2,14,ET14,2.75,11.851666,45.98952,7.0,21.88,44.64286,18.15,37.321667,54.70011,final
1984-02-11,1984,2,14,ET14,2.9,11.213333,48.72533,8.0,28.788334,38.47482,19.099998,46.215,47.056522,final
1984-02-21,1984,2,14,ET14,6.45,8.238334,86.49124,12.1,31.303333,47.10311,23.55,52.243332,49.8748,final
1984-03-01,1984,3,14,ET14,6.65,15.461666,56.935734,16.0,34.913334,52.614,28.699999,65.46333,47.826286,final
1984-03-11,1984,3,14,ET14,11.35,17.291666,73.345795,24.45,40.991665,64.03334,38.45,80.39167,50.883186,final
1984-03-21,1984,3,14,ET14,9.65,22.83,52.641033,27.65,55.583332,53.892715,45.9,100.55666,48.220547,final
1984-04-01,1984,4,14,ET14,6.0,23.6,38.46154,27.0,63.721664,46.564648,50.0,120.515,43.81946,final
1984-04-11,1984,4,14,ET14,5.75,24.23,36.777287,21.4,70.66,34.89294,53.85,140.44,40.46342,final
1984-04-21,1984,4,14,ET14,3.7,26.71,27.43614,15.45,74.54,25.710335,55.2,161.42667,36.17209,final
1984-05-01,1984,5,14,ET14,9.45,31.026667,40.10918,18.9,81.96667,27.481794,61.9,180.60167,36.044933,final
1984-05-11,1984,5,14,ET14,51.75,21.058332,217.78064,64.9,78.795,83.41787,110.75,190.44667,59.22332,final
1984-05-21,1984,5,14,ET14,77.5,25.646667,269.1973,138.7,77.73167,173.69406,181.8,207.855,87.75928,final
1984-06-01,1984,6,14,ET14,83.5,31.72,241.01308,212.75,78.425,261.01288,258.65,224.11334,115.07405,final
1984-06-11,1984,6,14,ET14,67.95,39.296665,164.68509,228.95,96.66334,230.12228,315.25,246.11833,127.52951,final
1984-06-21,1984,6,14,ET14,60.55,48.926666,121.55397,212.0,119.94334,173.67873,366.14996,272.215,133.88524,final
1984-07-01,1984,7,14,ET14,59.45,81.84333,74.2141,187.95,170.06667,110.21515,419.59998,330.45834,126.57309,final
1984-07-11,1984,7,14,ET14,95.75,84.69667,112.32301,215.75,215.46667,100.12851,509.59998,390.925,129.97412,final
1984-07-21,1984,7,14,ET14,115.7,105.07667,109.65085,270.9,271.61667,99.74091,621.6,469.2917,132.1128,final
1984-08-01,1984,8,14,ET14,87.2,89.778336,97.27962,298.65,279.55167,106.71172,699.35004,528.04333,132.13748,final
1984-08-11,1984,8,14,ET14,78.25,94.445,83.714615,281.15,289.3,97.23072,725.85004,601.43,120.5168,final
1984-08-21,1984,8,14,ET14,54.9,102.595,55.671734,220.35,286.81833,77.2227,703.25006,678.37836,103.63952,final
1984-09-01,1984,9,14,ET14,73.4,57.575,125.28966,206.54999,254.61499,81.486046,693.1501,704.23334,98.437294,final
1984-09-11,1984,9,14,ET14,41.1,46.51,89.497185,169.4,206.68,82.38851,666.30005,711.44666,93.69854,final
1984-09-21,1984,9,14,ET14,20.0,35.565,61.629486,134.5,139.65,96.43968,625.74994,698.085,89.71176,final
1984-10-01,1984,10,14,ET14,2.5,12.6883335,42.40083,63.6,94.763336,68.76274,568.8,628.93,90.514725,final
1984-10-11,1984,10,14,ET14,2.5,5.866667,69.0184,25.0,54.12,50.744247,475.55,550.1,86.56999,final
1984-10-21,1984,10,14,ET14,2.25,4.66,75.05176,7.25,23.215,43.416622,362.1,449.68335,80.73751,final
1984-11-01,1984,11,14,ET14,1.9,3.11,85.080154,6.65,13.636667,62.511177,276.8,363.01498,76.57297,final
1984-11-11,1984,11,14,ET14,1.5,2.3883333,87.97654,5.65,10.158333,70.258385,200.04999,270.95834,74.30469,final
1984-11-21,1984,11,14,ET14,1.6,2.2583334,90.92997,5.0,7.7566667,78.39039,146.75,170.62166,86.40734,final
1984-12-01,1984,12,14,ET14,2.6,2.2416666,104.94821,5.7,6.8883333,90.0042,75.95,115.28833,67.29664,final
1984-12-11,1984,12,14,ET14,1.9,2.3616667,93.728775,6.1,6.8616667,93.57876,36.75,71.14,54.833202,final
1984-12-21,1984,12,14,ET14,2.35,2.6666667,95.86956,6.85,7.27,96.57702,19.1,38.24167,55.73328,final
1985-01-01,1985,1,14,ET14,3.5,3.6416667,98.36066,7.75,8.67,93.269936,20.1,29.25,73.284676,final
1985-01-11,1985,1,14,ET14,3.45,4.305,90.811386,9.3,10.611667,91.59817,21.050001,27.446667,80.28561,final
1985-01-21,1985,1,14,ET14,6.6,5.7233334,108.17532,13.549999,13.67,99.357254,25.400002,28.48,90.80048,final
1985-02-01,1985,2,14,ET14,2.55,11.851666,44.802696,12.6,21.88,65.47619,26.05,37.321667,73.36667,final
1985-02-11,1985,2,14,ET14,2.75,11.213333,47.800167,11.9,28.788334,50.01726,27.3,46.215,63.06746,final
1985-02-21,1985,2,14,ET14,2.05,8.238334,53.254436,7.3500004,31.303333,34.018917,27.749998,52.243332,57.211906,final
1985-03-01,1985,3,14,ET14,3.95,15.461666,43.74033,8.75,34.913334,34.44964,29.099998,65.46333,48.393963,final
1985-03-11,1985,3,14,ET14,9.25,17.291666,63.925236,15.25,40.991665,44.02972,36.449997,80.39167,48.54103,final
1985-03-21,1985,3,14,ET14,21.65,22.83,95.75997,34.85,55.583332,65.77717,55.75,100.55666,57.55203,final
1985-04-01,1985,4,14,ET14,33.95,23.6,136.18881,64.85,63.721664,101.64189,86.2,120.515,72.66064,final
1985-04-11,1985,4,14,ET14,27.2,24.23,110.160805,82.8,70.66,116.04546,109.95,140.44,79.036026,final
1985-04-21,1985,4,14,ET14,38.75,26.71,137.9691,99.9,74.54,131.88333,142.09999,161.42667,88.387276,final
1985-05-01,1985,5,14,ET14,69.7,31.026667,207.34642,135.65,81.96667,161.72862,209.25,180.60167,115.43539,final
1985-05-11,1985,5,14,ET14,13.35,21.058332,70.41894,121.799995,78.795,151.32167,219.85,190.44667,115.044174,final
1985-05-21,1985,5,14,ET14,5.85,25.646667,35.403526,88.899994,77.73167,113.499466,223.65001,207.855,107.420555,final
1985-06-01,1985,6,14,ET14,16.55,31.72,58.68736,35.75,78.425,48.846268,236.25002,224.11334,105.29723,final
1985-06-11,1985,6,14,ET14,26.6,39.296665,71.3372,49.0,96.66334,53.116493,253.60002,246.11833,102.97935,final
1985-06-21,1985,6,14,ET14,47.5,48.926666,97.35443,90.65,119.94334,76.5547,279.45,272.215,102.60989,final
1985-07-01,1985,7,14,ET14,87.75,81.84333,106.80152,161.85,170.06667,95.30655,333.25,330.45834,100.83219,final
1985-07-11,1985,7,14,ET14,83.65,84.69667,98.8331,218.9,215.46667,101.55729,389.69998,390.925,99.6906,final
1985-07-21,1985,7,14,ET14,139.75,105.07667,131.49925,311.15,271.61667,114.29174,490.69998,469.2917,104.51374,final
1985-08-01,1985,8,14,ET14,113.9,89.778336,125.45061,337.3,279.55167,120.2945,534.9,528.04333,101.28633,final
1985-08-11,1985,8,14,ET14,88.05,94.445,93.56931,341.7,289.3,117.80497,609.6,601.43,101.34723,final
1985-08-21,1985,8,14,ET14,97.8,102.595,95.54347,299.75,286.81833,104.43141,701.55,678.37836,103.39074,final
1985-09-01,1985,9,14,ET14,47.35,57.575,83.65961,233.20001,254.61499,91.75125,732.35,704.23334,103.96438,final
1985-09-11,1985,9,14,ET14,59.5,46.51,125.21841,204.65,206.68,99.041,765.24994,711.44666,107.50974,final
1985-09-21,1985,9,14,ET14,21.35,35.565,64.95748,128.2,139.65,92.08434,739.0999,698.085,105.833565,final
1985-10-01,1985,10,14,ET14,11.5,12.6883335,93.28182,92.35,94.763336,97.58094,662.8499,628.93,105.35073,final
1985-10-11,1985,10,14,ET14,2.95,5.866667,73.1595,35.8,54.12,69.01218,582.14996,550.1,105.773735,final
1985-10-21,1985,10,14,ET14,2.95,4.66,82.298134,17.4,23.215,79.390396,445.35004,449.68335,99.04696,final
1985-11-01,1985,11,14,ET14,2.0,3.11,86.3132,7.9,13.636667,69.21838,333.45004,363.01498,91.96637,final
1985-11-11,1985,11,14,ET14,1.65,2.3883333,90.00677,6.6,10.158333,76.525566,247.04999,270.95834,91.33624,final
1985-11-21,1985,11,14,ET14,1.55,2.2583334,90.241104,5.2,7.7566667,79.95819,150.79999,170.62166,88.713425,final
1985-12-01,1985,12,14,ET14,1.65,2.2416666,91.82969,4.85,6.8883333,82.85434,105.1,115.28833,91.530075,final
1985-12-11,1985,12,14,ET14,1.4,2.3616667,86.93684,4.6,6.8616667,80.93298,47.000004,71.14,68.29525,final
1985-12-21,1985,12,14,ET14,1.75,2.6666667,88.04347,4.8,7.27,79.8696,27.399998,38.24167,74.92773,final
1986-01-01,1986,1,14,ET14,2.05,3.6416667,81.58149,5.2,8.67,74.615944,17.949999,29.25,67.00729,final
1986-01-11,1986,1,14,ET14,2.05,4.305,75.76572,5.85,10.611667,69.499306,17.05,27.446667,67.95767,final
1986-01-21,1986,1,14,ET14,2.55,5.7233334,70.40721,6.6499996,13.67,62.39957,16.65,28.48,64.665474,final
1986-02-01,1986,2,14,ET14,8.3,11.851666,78.92395,12.9,21.88,66.59226,22.95,37.321667,66.041824,final
1986-02-11,1986,2,14,ET14,18.35,11.213333,144.01727,29.2,28.788334,101.21837,39.65,46.215,87.18149,final
1986-02-21,1986,2,14,ET14,21.75,8.238334,202.0647,48.4,31.303333,147.09393,59.85,52.243332,113.28831,final
1986-03-01,1986,3,14,ET14,28.4,15.461666,163.23207,68.5,34.913334,184.14899,86.6,65.46333,129.99667,final
1986-03-11,1986,3,14,ET14,26.1,17.291666,139.51402,76.25,40.991665,176.66245,111.3,80.39167,136.19595,final
1986-03-21,1986,3,14,ET14,11.15,22.83,58.030903,65.65,55.583332,116.616234,120.7,100.55666,119.08296,final
1986-04-01,1986,4,14,ET14,79.95,23.6,297.02795,117.2,63.721664,177.81874,198.6,120.515,162.21169,final
1986-04-11,1986,4,14,ET14,44.85,24.23,170.54396,135.95,70.66,186.29393,241.4,140.44,169.41695,final
1986-04-21,1986,4,14,ET14,30.05,26.71,110.53295,154.84999,74.54,200.96805,268.9,161.42667,164.57698,final
1986-05-01,1986,5,14,ET14,22.8,31.026667,77.16507,97.7,81.96667,118.09122,283.39996,180.60167,155.38652,final
1986-05-11,1986,5,14,ET14,31.0,21.058332,138.15158,83.85,78.795,106.03258,296.05002,190.44667,154.0318,final
1986-05-21,1986,5,14,ET14,17.5,25.646667,73.41744,71.3,77.73167,92.225876,291.80002,207.855,139.43765,final
1986-06-01,1986,6,14,ET14,29.2,31.72,93.13725,77.7,78.425,99.13094,292.6,224.11334,129.89204,final
1986-06-11,1986,6,14,ET14,69.15,39.296665,167.39409,115.850006,96.66334,118.87275,335.65,246.11833,135.65317,final
1986-06-21,1986,6,14,ET14,64.0,48.926666,127.95154,162.35,119.94334,133.94072,388.5,272.215,141.94759,final
1986-07-01,1986,7,14,ET14,69.55,81.84333,85.844246,202.7,170.06667,118.64052,378.09998,330.45834,114.20195,final
1986-07-11,1986,7,14,ET14,69.7,84.69667,83.280685,203.25,215.46667,94.458725,402.95,390.925,103.0372,final
1986-07-21,1986,7,14,ET14,82.15,105.07667,79.1721,221.4,271.61667,81.846115,455.05002,469.2917,96.99728,final
1986-08-01,1986,8,14,ET14,64.95,89.778336,73.80378,216.8,279.55167,77.94718,497.2,528.04333,94.21373,final
1986-08-11,1986,8,14,ET14,85.25,94.445,90.75368,232.35,289.3,80.649,551.45,601.43,91.75833,final
1986-08-21,1986,8,14,ET14,90.45,102.595,88.712296,240.65,286.81833,84.179085,624.4,678.37836,92.10125,final
1986-09-01,1986,9,14,ET14,69.65,57.575,119.29685,245.35,254.61499,96.43126,664.85004,704.23334,94.44706,final
1986-09-11,1986,9,14,ET14,49.1,46.51,105.02815,209.20001,206.68,101.19048,644.8,711.44666,90.69761,final
1986-09-21,1986,9,14,ET14,34.65,35.565,97.74437,153.4,139.65,109.5057,615.45,698.085,88.246796,final
1986-10-01,1986,10,14,ET14,9.9,12.6883335,84.23631,93.65,94.763336,98.884026,555.80005,628.93,88.464035,final
1986-10-11,1986,10,14,ET14,2.2,5.866667,66.25767,46.750004,54.12,87.53384,488.3,550.1,88.866875,final
1986-10-21,1986,10,14,ET14,2.85,4.66,81.26294,14.949999,23.215,70.70706,409.0,449.68335,91.052376,final
1986-11-01,1986,11,14,ET14,1.65,3.11,81.997536,6.7000003,13.636667,62.77947,345.7,363.01498,95.29504,final
1986-11-11,1986,11,14,ET14,1.4,2.3883333,86.623055,5.9,10.158333,71.90764,261.84998,270.95834,96.69937,final
1986-11-21,1986,11,14,ET14,1.6,2.2583334,90.92997,4.65,7.7566667,75.64672,172.99998,170.62166,101.35423,final
1986-12-01,1986,12,14,ET14,1.7,2.2416666,92.520134,4.7,6.8883333,81.5926,105.049995,115.28833,91.4885,final
1986-12-11,1986,12,14,ET14,1.3,2.3616667,85.578445,4.6000004,6.8616667,80.93298,57.250004,71.14,81.75729,final
1986-12-21,1986,12,14,ET14,1.75,2.6666667,88.04347,4.75,7.27,79.4621,24.349998,38.24167,67.874344,final
1987-01-01,1987,1,14,ET14,2.15,3.6416667,82.73867,5.2,8.67,74.615944,16.6,29.25,63.065697,final
1987-01-11,1987,1,14,ET14,2.15,4.305,76.84041,6.05,10.611667,70.7804,16.55,27.446667,66.41668,final
1987-01-21,1987,1,14,ET14,2.5,5.7233334,69.94093,6.8,13.67,63.203003,16.2,28.48,63.32139,final
1987-02-01,1987,2,14,ET14,3.15,11.851666,48.36317,7.8,21.88,47.61905,17.699999,37.321667,53.636826,final
1987-02-11,1987,2,14,ET14,29.75,11.213333,214.32977,35.4,28.788334,119.567894,46.05,46.215,99.677826,final
1987-02-21,1987,2,14,ET14,21.95,8.238334,203.57547,54.850002,31.303333,164.8609,66.4,52.243332,124.73068,final
1987-03-01,1987,3,14,ET14,74.9,15.461666,390.4863,126.600006,34.913334,329.7144,139.6,65.46333,205.21312,final
1987-03-11,1987,3,14,ET14,55.15,17.291666,269.8318,152.0,40.991665,341.3662,193.45001,80.39167,232.39972,final
1987-03-21,1987,3,14,ET14,43.55,22.83,174.45203,173.6,55.583332,294.80057,235.25002,100.55666,227.60289,final
